Title,Sol#,Department/Ind.Agency,Sub-Tier,Office,PostedDate,Type,ArchiveDate,SetASideCode,ResponseDeadLine,NaicsCode,PopState,PopZip,PopCountry
USAID Learning and Evidence Platform,72011125Q00001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/ARMENIA,38:44.4,Solicitation,03-01-25,,2025-01-10T17:00:00+04:00,561990,,82,ARM
AFH Chievres,W912GB-25-X-12Z8,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SD FEST NAU1 EUROPE,26:43.7,Sources Sought,1/21/2025,,2025-01-06T14:00:00+01:00,236115,,,BEL
RFQ FOR LODGING AND CONFERENCE ROOM RENTAL MAY 19 TO MAY 23 2025,19TU4625Q1001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN CONSULATE ISTANBUL,08:27.7,Solicitation,1/25/2025,,2025-01-10T13:00:00+03:00,72111,TR-34,,TUR
"Solicitation No.: 72012125R00001 for U.S. Personal Services Contractor (USPSC), Senior Communications Advisor, GS-15, USAID/Ukraine",72012125R00001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/UKRAINE,07:34.2,Combined Synopsis/Solicitation,1/23/2025,,2025-01-08T23:59:00-05:00,541990,,,UKR
Deicer Truck Repair - Spangdahlem AB Germany,FA560625R0003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5606  52 CONS DA LGC,03:25.7,Sources Sought,1/18/2025,,2025-01-03T16:00:00+01:00,811198,DE-RP,9126,DEU
Deicer Truck Repair - Spangdahlem AB Germany,FA560625R0003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5606  52 CONS DA LGC,01:35.1,Sources Sought,1/18/2025,,2025-01-03T16:00:00+01:00,811198,DE-RP,9126,DEU
USAID/Kosovo Accountable Justice Activity,720167R2500001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/KOSOVO,48:57.5,Combined Synopsis/Solicitation,02-05-25,,2025-01-21T17:00:00+01:00,541611,XK-26,10000,XKS
Vietnamese Language Training Services - U.S. Embassy in Hanoi,19VM3025Q0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY HANOI,12:20.3,Award Notice,12/26/2024,,,611710,,,VNM
Supply and Delivery of Fuel for January 2025,19RP3825Q0017,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,22:16.7,Solicitation,06-10-25,,2024-12-27T15:00:00+08:00,424720,,,PHL
19KU2025R0002 - Janitorial Services to U.S. Embassy Kuwait,19KU2025R0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY KUWAIT,56:04.3,Solicitation,2/28/2025,,2025-02-06T10:00:00+03:00,561720,KW-HA,13001,KWT
Life Cycle Replacement of Gate Access Control System,19JA8025Q0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY TOKYO,51:23.1,Presolicitation,3/31/2025,,,335999,JP-13,,JPN
"Purchase of Air Filters, DPW, USAG Humphreys",W91QVN25R0012,DEPT OF DEFENSE,DEPT OF THE ARMY,0411 AQ HQ     CONTRACT AUG,31:28.7,Solicitation,12/27/2024,,2024-12-12T13:00:00+09:00,333413,KR-41,,KOR
is seeking quotations for a consultant to perform as the Senior Immunization Consultant,72060325Q00001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/ETHIOPIA,56:41.5,Solicitation,01-10-25,,2024-12-26T17:00:00+03:00,541990,,,ETH
"Blanket Purchase Agreement, Country Purchase/Local Purchase Vehicle, Misawa Air Base, Japan",FA520525QB0003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5205  35 CONS PK,26:40.9,Combined Synopsis/Solicitation,01-03-25,,2024-12-19T01:00:00-05:00,423110,JP-02,,JPN
"RFI - FOIA Administration Support Office of the Staff Judge Advocate, Joint Task Force – Guantanamo Bay (JTF-GTMO), Cuba",PAN41025P0000000264PWS,DEPT OF DEFENSE,DEPT OF THE ARMY,0410 AQ HQ     CONTRACT,38:17.9,Special Notice,1/21/2025,,2025-01-06T11:00:00-05:00,541611,,,CUB
Infrastructure Roads and Transport Sector Consulting Services in Nepal,95332425Q0005,MILLENNIUM CHALLENGE CORPORATION,MILLENNIUM CHALLENGE CORPORATION,MILLENNIUM CHALLENGE CORPORATION,22:27.4,Presolicitation,02-08-25,,2025-01-24T10:00:00-05:00,541611,,,NPL
Infrastructure Roads and Transport Sector Consulting Services in Nepal,95332425Q0005,MILLENNIUM CHALLENGE CORPORATION,MILLENNIUM CHALLENGE CORPORATION,MILLENNIUM CHALLENGE CORPORATION,17:15.0,Presolicitation,02-08-25,,2025-01-24T10:00:00-05:00,541611,,,NPL
"FOIA Administration Support Office of the Staff Judge Advocate, Joint Task Force – Guantanamo Bay (JTF-GTMO), Cuba",PAN41025P0000000264,DEPT OF DEFENSE,DEPT OF THE ARMY,0410 AQ HQ     CONTRACT,38:52.3,Sources Sought,1/21/2025,,2025-01-06T11:00:00-05:00,541611,,,CUB
Non-Embassy Use - 5G Android Tablets for BMF CLM,PR15036736,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAR ES SALAAM,50:02.5,Combined Synopsis/Solicitation,1/14/2025,,2024-12-30T17:00:00+03:00,334111,TZ-02,,TZA
AUCTIONEER SERVICES for Embassy Dar es Salaam,19TZ2025Q0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAR ES SALAAM,36:52.7,Combined Synopsis/Solicitation,1/25/2025,,2025-01-10T10:00:00+03:00,561990,TZ-02,,TZA
"SPE60525Q0234 -CHIEVRES AIR BASE, BELGUIM, 28,544.545 USG FUEL OIL, BURNER #2 (FS2), RDD 12-18 DECEMBER 2024",SPE60525Q0234,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,24:03.5,Combined Synopsis/Solicitation,12/26/2024,,2024-12-11T11:00:00-05:00,324110,,,BEL
USAID-TELECOM MATERIALS FOR OFFICE RECONFIGURATION,PR15020223,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAR ES SALAAM,15:48.8,Combined Synopsis/Solicitation,1/14/2025,,2024-12-30T17:00:00+03:00,517,TZ-02,,TZA
SOLAR PANEL SYSTEM,19PM0725Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY PANAMA CITY,45:17.4,Solicitation,1/14/2025,,2024-12-30T15:00:00-05:00,335999,PA-8,,PAN
B1 Inflatable Seals J&A,SPE4A525D0003,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA AVIATION,14:14.2,Justification,01-09-25,,,336413,,DE11 9EU,GBR
Up to 4-month Lease of 26 MFDs,SP7000-25-RFI-1010,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DCSO-P NEW CUMBERLAND,09:25.4,Sources Sought,12/26/2024,,2024-12-11T16:00:00-05:00,532420,,,JPN
"Procure services to refurbish LGF Bathroom building works within the U.S. Embassy Juba, South Sudan",72066825Q00004,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/SOUTH SUDAN,58:12.5,Combined Synopsis/Solicitation,12/28/2024,,2024-12-13T10:00:00-05:00,423390,,20251-4420,SSD
EUR ATHENS-DT-Diplomatic Mail Logistic Services,19GR1025Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY ATHENS,05:42.3,Solicitation,1/18/2025,,2025-01-03T03:00:00+02:00,541614,GR-I,10160,GRC
"1095 - Repair - RACK,BOMB EJECTOR,A",N0038324Y4510,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT,53:15.0,Presolicitation,01-09-25,,2024-12-25T14:00:00-05:00,332994,FR-94,94460,FRA
"DESIGN-BUILD ELECTRICAL SUBSTATION REPAIRS, NSA SOUDA BAY, CRETE, GREECE.",N3319125C0003,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,30:16.9,Award Notice,12/25/2024,,,236220,,6266,GRC
"N3319124R0021 Renovate Enver Hadri School, Vushtri, Kosovo",N3319124R0021,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,12:43.3,Presolicitation,12/28/2024,,2024-12-13T14:00:00+01:00,236220,XK-35,,XKS
"Building Access Control System, Video surveillance System and Intrusion Control/detection System Installation for a remote location of DHS-ICE office",19R01025Q0005,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BUCHAREST,49:13.6,Solicitation,02-01-25,LAS,2025-01-17T17:00:00+02:00,561621,RO-B,15118,ROU
Cyprus Industry Day on 18th December 2024,,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,41:50.1,Special Notice,12/28/2024,,2024-12-13T14:00:00+01:00,236210,CY-06,,CYP
Justification and Approval for Other than Full and Open Competition (J&A)_USAID Integrating National Supply Chain Information for Greater Health Transparency (USAID - INSIGHTS) Formerly BLOCS,72061101JA,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/ZAMBIA,13:38.2,Justification,01-09-25,,,,,10101,ZMB
19KU2025R0002 - Janitorial Services to U.S. Embassy Kuwait,19KU2025R0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY KUWAIT,52:55.8,Solicitation,2/28/2025,,2025-02-06T10:00:00+03:00,561720,KW-HA,13001,KWT
Air Charter and Ground Transportation Services,FA568525QC001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5685  39 CONS LGC,38:08.4,Combined Synopsis/Solicitation,12/28/2024,,2024-12-13T12:00:00+03:00,481211,AM-ER,,ARM
Residential Building Renovation _ Windows & Bars Replacement,19L16025Q0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MONROVIA,37:50.9,Solicitation,1/21/2025,,2025-01-06T16:00:00+00:00,2361,LR-MO,,LBR
Residential Renovation and Electrical Upgrade,19L16025Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MONROVIA,37:29.4,Solicitation,1/17/2025,,2025-01-02T16:00:00+00:00,2361,LR-MO,,LBR
EUR ATHENS-DT-Diplomatic Mail Logistic Services,19GR1025Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY ATHENS,19:04.8,Solicitation,1/18/2025,,2025-01-03T03:00:00+02:00,541614,GR-I,10160,GRC
USS LEWIS B. PULLER (ESB-3) FY25 Voyage Repair,N6817125R0003,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVSUP FLC SIGONELLA NAPLES OFFICE,13:20.8,Presolicitation,01-02-25,,2024-12-18T10:00:00+01:00,336611,,,ITA
"ISF Information Technology Automation Program Development, US Embassy Beirut, Lebanon",19GE5025R0009,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - RPSO FRANKFURT,51:23.6,Presolicitation,01-04-25,,2024-12-20T17:00:00+01:00,541511,,,LBN
ITAM Programmatic Support Services SATOC,W912GB25X12KS,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SD FEST NAU1 EUROPE,42:53.4,Sources Sought,1/15/2025,,2024-12-31T11:00:00+01:00,541620,,,DEU
ITAM Programmatic Support Services SATOC,W912GB25X12KS,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SD FEST NAU1 EUROPE,27:00.6,Sources Sought,1/15/2025,,2024-12-31T11:00:00+01:00,541620,,,DEU
BPA - Interpretation/Translation service Albanian – English and vice versa,PR15023443,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY TIRANA,14:12.2,Combined Synopsis/Solicitation,5/30/2025,,2025-01-15T10:00:00+01:00,54193,AL-11,,ALB
"(MATOC) Repair Damaged Road between B575 and B576, Camp Walker",W90VN925R0005,DEPT OF DEFENSE,DEPT OF THE ARMY,646TH SUPPORT DETACHMENT,49:45.4,Award Notice,12/25/2024,,,,KR-48,,KOR
REMOVAL AND REPLACEMENTOF MRSS ROOF at SF COMPOUND,19RP3825Q0041,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANILA,16:29.1,Presolicitation,6/15/2025,,,236210,,,PHL
FY25 Improve Military Family Housing PAIP 9 Phase 2,W912HV-25-B-0007,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SN ENDIST JAPAN,15:30.6,Presolicitation,1/14/2025,,2024-12-30T14:00:00+09:00,236220,,,JPN
Janitorial services for Embassy Chancery & CMR,19BX6025Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BANDAR SERI BEGAWA,01:49.4,Presolicitation,2/14/2025,,2025-01-30T17:00:00+08:00,561720,BN-BM,,BRN
Janitorial services for Embassy Chancery & CMR,19BX6025Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BANDAR SERI BEGAWA,55:31.2,Presolicitation,1/30/2025,,2025-01-15T17:00:00+08:00,561720,BN-BM,,BRN
"INSTALLATION OF THE NEW MSF, CONCRETE PAD & WALKWAY",19PS4725Q0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY KOROR,49:33.6,Solicitation,6/30/2025,,2024-12-20T16:30:00+09:00,238190,PW,96940,PLW
19AS2025Q0004 Renovations to Server Room Power Refurbishment,19AS2025Q0004,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY CANBERRA,48:11.3,Combined Synopsis/Solicitation,02-06-25,,2025-01-22T17:00:00+11:00,221122,AU-ACT,2600,AUS
AN/PVS-7 NIGHT VISION IMAGE INTENSIFIER TUBE (IIT),W91CRB-25-R-5002,DEPT OF DEFENSE,DEPT OF THE ARMY,W6QK ACC-APG,17:36.3,Combined Synopsis/Solicitation,1/15/2025,SBA,2024-12-31T15:00:00-05:00,333310,,,KOR
"Base Operations Support Contract (BOSC) at New Sanno, Tokyo, Japan",Award,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM FAR EAST,29:04.3,Award Notice,12/24/2024,,,561210,,,JPN
"Ghana Warehouse, Maintenance, and Motor Pool Facility Project",19AQMM25R0042,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,09:17.9,Presolicitation,02-01-25,,2025-01-17T12:00:00-05:00,236220,,,GHA
NATO Request for Information: Distributed Denial of Service (DDOS) Protection Landscape,RFI-424211-DDOS,"COMMERCE, DEPARTMENT OF",BUREAU OF INDUSTRY AND SECURITY,BUREAU OF INDUSTRY AND SECURITY,02:43.1,Special Notice,1/21/2025,,2025-01-20T17:00:00+01:00,541519,,,BEL
Annual Preventive Maintenance and Calibration for Government-owned Rees Temperature Monitoring Systems for U.S. Naval Hospital Okinawa and its Outlying Clinics,HT941025N0012,DEPT OF DEFENSE,DEFENSE HEALTH AGENCY (DHA),DEFENSE HEALTH AGENCY,01:34.2,Award Notice,12/24/2024,,,811210,,,JPN
INL_RFQ-PR14992368 - FURNITURE FOR MANIZALES-SIBATE-SOLEDAD,INL_RFQ-PR14992368,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY BOGOTA - NAS,44:26.1,Combined Synopsis/Solicitation,01-07-25,,2024-12-23T16:00:00-05:00,337214,,,COL
RADIOGRAPHIC INSPECTION,N6275825RCUS715,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVSUP FLT LOG CTR PUGET SOUND,32:29.8,Presolicitation,12/31/2024,,2024-12-16T15:00:00-08:00,336611,,,JPN
Combat Mobility Training,FA568225Q8003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5682  31 CONS DA LGC,02:34.3,Sources Sought,01-01-25,,2024-12-17T15:00:00+01:00,611699,,,ITA
Cyprus Industry Day on 18th December 2024,,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,30:02.3,Special Notice,12/28/2024,,2024-12-13T14:00:00+01:00,236210,CY-06,,CYP
"Fabrication, installation, alignment, calibration, machining, prototyping services for Upper Wide-Angle Viewing System (UWAVS)",RFI_25_013_S,"ENERGY, DEPARTMENT OF","ENERGY, DEPARTMENT OF",PRINCETON LAB - DOE CONTRACTOR,29:01.6,Sources Sought,1/16/2025,,2025-01-15T16:30:00-05:00,334511,,,FRA
NEC - Camera and Lighting Coverage,19BE2025Q0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BRUSSELS,05:07.6,Presolicitation,01-07-25,,2024-12-23T17:00:00+01:00,561621,BE-BRU,,BEL
Mailroom Diplomatic pouch and mail shipping services,19CF2025Q0005,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BRAZZAVILLE,39:51.8,Combined Synopsis/Solicitation,01-11-25,,2024-12-27T07:00:00-05:00,481112,,,COG
Infrastructure Consulting Services for Benin Regional Compact,95332425Q0003,MILLENNIUM CHALLENGE CORPORATION,MILLENNIUM CHALLENGE CORPORATION,MILLENNIUM CHALLENGE CORPORATION,04:48.5,Combined Synopsis/Solicitation,01-03-25,,2024-12-19T16:00:00-05:00,541611,,,BEN
"USPSC Executive Office Advisor, GS-15, Madagascar",72068725R00004,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/MADAGASCAR,04:29.1,Combined Synopsis/Solicitation,1/13/2025,,2024-12-29T23:59:00+03:00,541990,MG-T,105,MDG
Water Treatment Maintenance Services,191T7025R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY ROME,21:47.3,Solicitation,10/20/2025,,2024-12-23T12:00:00+01:00,221310,,,ITA
PR 12210825 - Clinical Laundry Service,PR0012210825,DEPT OF DEFENSE,DEFENSE HEALTH AGENCY (DHA),DEFENSE HEALTH AGENCY,11:48.1,Solicitation,12/26/2024,,2024-12-11T12:00:00-05:00,812320,,,DEU
RAF Mildenhall - Cargo Storage Racking System,FA558725Q0005,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,27:53.3,Combined Synopsis/Solicitation,12/28/2024,,2024-12-13T15:00:00+00:00,332111,GB-SFK,,GBR
Test Administrator Services II,A000001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5570  501 CSW RCO,22:17.9,Sources Sought,12/24/2024,,2024-12-09T15:00:00+00:00,611710,GB-CAM,,GBR
FY25 PN093304 Family Housing Replacement in Baumholder,W912GB25R0013,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SD FEST NAU1 EUROPE,44:29.9,Presolicitation,3/15/2025,,,23611,,,DEU
External Audit on LE Staff Health Insurance,PR14993257,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY MANAMA,42:31.9,Combined Synopsis/Solicitation,12/24/2024,,2024-12-09T16:00:00+03:00,813920,,,BHR
USAID Pacific Islands Architecture and Engineering Services (A&E) Services,72049225R00001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID M/OAA,05:39.1,Combined Synopsis/Solicitation,1/25/2025,LAS,2025-01-24T08:00:00+08:00,541310,,,FJI
"Purchase of Pickup Truck, Yokota Air Base, Japan",FA520925Q0007,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,27:09.2,Solicitation,1/21/2025,,2025-01-06T14:00:00+09:00,336110,JP-13,197-0001,JPN
Express Delivery of Military Freight Japan Wide,FA520925Q0003,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,43:27.2,Solicitation,1/23/2025,,2025-01-08T14:00:00+09:00,492110,JP-13,,JPN
INL Kingston: Intelligence and Investigative Analytical Software for MOCA,191NLE25Q0013,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - INL,48:53.3,Combined Synopsis/Solicitation,12/26/2024,,2024-12-11T09:00:00-05:00,513210,,,JAM
Janitorial Services for U.S. Embassy Caracas,19C02025R0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY BOGOTA,44:23.8,Presolicitation,12/22/2024,,2024-12-21T16:00:00-05:00,561720,,,VEN
INL Kingston: Intelligence and Investigative Analytical Software for MOCA,191NLE25Q0013,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - INL,50:51.7,Combined Synopsis/Solicitation,12/26/2024,,2024-12-11T09:00:00-05:00,513210,,,JAM
INL_RFQ-PR15008845 SPARE PARTS FOR INMARSAT SPECTRUM ANALYZER,INL_RFQ-PR15008845,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY BOGOTA - NAS,16:56.1,Combined Synopsis/Solicitation,1/30/2025,,2025-01-15T16:00:00-05:00,334220,,,COL
RFQ PR14974450 - Furniture for intelligence training scenarios,PR14974450_Furniture_for_intelligence_training_scenarios,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY BOGOTA - NAS,15:58.8,Combined Synopsis/Solicitation,12/31/2024,,2024-12-16T16:00:00-05:00,3372,,,COL
RFQ PR15013507 AIR BAND RADIO,PR15013507_AIR_BAND_RADIO,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",AMERICAN EMBASSY BOGOTA - NAS,14:59.4,Combined Synopsis/Solicitation,12/31/2024,,2024-12-16T16:00:00-05:00,33422,,,COL
USPSC - OTI Country Representative - Angola (GS-14),7200AA25R00015,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,CPS OFFICE OF TRANSITION INITIATIVES,14:57.2,Presolicitation,01-05-25,,2024-12-21T13:00:00-05:00,921190,,,AGO
USPSC - OTI Deputy Country Representative - Angola (GS-13),7200AA25R00016,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,CPS OFFICE OF TRANSITION INITIATIVES,13:31.2,Presolicitation,01-05-25,,2024-12-21T13:00:00-05:00,921190,,,AGO
Biomedical Technician,FA560625Q2002,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5606  52 CONS DA LGC,02:42.7,Combined Synopsis/Solicitation,12/31/2024,,2024-12-16T10:00:00+01:00,561210,,54529,DEU
Landscaping Services,19GB5024Q0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY LIBREVILLE,41:07.4,Presolicitation,12-12-25,,2024-12-13T13:00:00+01:00,561730,GA-1,4000,GAB
Landscaping Services,19GB5024Q0003,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY LIBREVILLE,35:17.2,Presolicitation,12-12-25,,2024-12-13T13:00:00+01:00,561730,GA-1,4000,GAB
"USAID “Support for Trade, Recovery Opportunities, and National Growth in Ukraine (STRONG UA) Activity”",SOL-72012124R00020,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/UKRAINE,39:12.3,Solicitation,1/21/2025,,2025-01-06T16:00:00+02:00,541611,UA-30,,UKR
MAKE READY SERVICES FOR U.S. DIPLOMATIC RESIDENCES,19UP3025R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY KYIV,36:20.2,Combined Synopsis/Solicitation,01-02-25,,2024-12-18T05:00:00+02:00,236118,UA-30,4112,UKR
VHF & HF license fee (Jan 1- Dec 31 2025),19MJ1925P0053,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY PODGORICA,34:50.1,Justification,01-05-25,,,926150,,,MNE
Landline and PRI phone services 01/01/2025 -31/12/2025,19M05525P0140,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY RABAT,27:29.2,Solicitation,01-04-25,,2024-12-20T16:00:00+01:00,517,MA-25,,MAR
GENERAL RANGE LABOR AND MAINTENANCE SERVICES IN LITHUANIA,RFI_25P0000001145,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,18:13.4,Sources Sought,1/27/2025,LAS,2024-12-27T12:00:00+01:00,238990,LT-49,,LTU
Mini-TMC Bridge J&A FY25,T-24-0028,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,05:45.8,Justification,01-05-25,,,561210,DE-RP,,DEU
Mini-TMC Bridge J&A FY25,T-24-0028,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,58:28.8,Justification,01-05-25,,,561210,DE-RP,,DEU
Mission Brazil Areawide CFE Electric Power Support (Brazil-ACEPS) 19BR9325R0001,Brazil-ACEPS,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",CONSULATE GENERAL SAO PAULO,03:55.7,Solicitation,1/21/2025,,2025-01-06T15:00:00-03:00,221122,,,BRA
Azores Hazardous Waste Removal,SP450025R0001,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA DISPOSTION SERVICE - EBS,01:37.6,Combined Synopsis/Solicitation,1/21/2025,,2025-01-06T17:00:00-05:00,562211,PT-20,,PRT
USAID/Kosovo Accountable Justice Activity,720167R2500001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/KOSOVO,37:22.5,Combined Synopsis/Solicitation,02-05-25,,2025-01-21T17:00:00+01:00,541611,XK-26,10000,XKS
BPA for automotive and heating fuels,19RB1025Q0010,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S.  EMBASSY BELGRADE,25:04.7,Solicitation,01-05-25,,2024-12-21T17:00:00+01:00,324110,RS-00,11040,SRB
EROSION PREVENTION/DUST CONTROL AND NATURAL RESOURCE PROTECTION SERVICES,W912GB-25-X-12UD,DEPT OF DEFENSE,DEPT OF THE ARMY,W2SD FEST NAU1 EUROPE,40:55.4,Sources Sought,01-04-25,,2024-12-20T11:00:00+01:00,541620,,,DEU
USAID/Uganda RFI/SSN - Healthy Ecosystems and Resilient Thriving Societies (HEARTS),72061725RFI0001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/UGANDA,33:52.9,Presolicitation,1/18/2025,,2025-01-03T09:00:00+03:00,541990,,,UGA
Airfield Sweeping Services Ansbach,W912PB25R3010,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,41:49.5,Presolicitation,3/31/2025,,2025-01-31T10:00:00+01:00,561790,DE-BY,,DEU
"Central Africa regional initiative to advance biodiversity, conservation, forest management and climate change mitigation objectives across the Congo Basin.",72066025RFI0001,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/DEMOCRATIC REPUBLIC OF CONGO,33:43.2,Special Notice,1/21/2025,,2025-01-06T17:30:00+01:00,,CD-KN,,COD
Preventative elevator maintenance service contract,19NL8025Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S EMBASSY THE HAGUE,09:21.7,Solicitation,1/22/2025,,2025-01-07T17:00:00+01:00,811,NL-ZH,2244 BZ,NLD
